temperature,deformation
98.42470902665607,0.002223077050789669
-6.236670242657091,-0.00024333269006254535
67.64217533535856,0.001530377072483882
77.76387880226983,0.0018162813415430233
-20.44789249012206,-0.0005878521002492572
53.28659313796145,0.0010992148260321266
82.63594289668143,0.001956949870969106
26.279497841318104,0.0005286263582814889
30.48036097915029,0.0008905112168007213
-10.820827851570947,-0.00013984594025626753
58.77633916789992,0.0013098387860095294
-7.930096698286199,-6.370151438174383e-05
66.92816994790216,0.0015723064437151279
81.09093938499993,0.0018154111463665524
70.19442933314004,0.0015845983964666982
86.87700137312561,0.0020231821811309025
-9.548836464256787,-0.00037614050649243595
38.15697733792122,0.0008373498104892743
-22.825511015888168,-0.0002804788735339465
71.27720038914701,0.0015861534379093723
42.553544652936736,0.0011322989263788529
71.06419645437661,0.0016950107410963586
64.61872146049019,0.0014995430153260242
91.49627772903759,0.0021187930408775916
95.54729300339085,0.002306210524928493
83.75556750294518,0.002063382966320355
76.78257963683514,0.0017984439879600578
78.18910275034699,0.0017560666358213588
67.17775973441088,0.001542841800917713
91.54088147220901,0.002134642015698611
-23.586535889191374,-0.00047158428703272234
-31.00701713236635,-0.0006733750352768753
61.51265804783557,0.0015530608145879203
-44.09719114550772,-0.0008389534644371303
96.55371497414976,0.0023621618742831556
-42.74830619177076,-0.0009604845163811712
77.52948239267823,0.001771871288708274
-2.963112743090484,-3.7451832306952774e-06
90.37277947427899,0.002117028061233435
6.72752543559573,0.0002039013354088987
-24.821729832274997,-0.0005558543380604554
90.4304057346354,0.0020831687936261408
25.399423205073916,0.0005406299759813033
-47.051934846841554,-0.0010707667009331313
-11.06968311887615,-0.00027105521054921855
-37.15300021475357,-0.0008539314098643886
62.135557696643545,0.0015250370583132842
60.682504990240844,0.0013886937919044132
78.82496877537994,0.0018123492823839498
38.18589100163035,0.0010045856986596558
87.14410364111984,0.002069139947184373
63.15155916381421,0.0015185783835829647
-23.25189862123428,-0.0005881588975515706
41.87910403403619,0.0010262630507106246
14.813208961326566,0.00023709335732303722
-35.57915859326828,-0.0008785375267181533
-2.012496531754131,-4.433818538230977e-05
-45.24257897785839,-0.0010973727899216425
-2.13560067151122,2.7272084618337286e-06
-28.501464687908847,-0.0006495297194013373
-13.684715795013489,-0.0002865201075222096
10.546236397180934,0.00029482459870934134
-20.622608330151504,-0.00041017362920614926
-38.46600212765265,-0.0007374090024984958
87.69049535419964,0.0020007970460165637
8.154760721613421,8.38187239885789e-05
83.47320627786374,0.0018426243807922698
-16.606459677259558,-0.0005105732407000364
15.486432692697676,0.00035176976216246057
-2.6278487925270966,-0.00017533736277740362
40.01486143564951,0.0008655674347146216
65.95522314158299,0.0015138880486411383
70.49717067796809,0.0017078623975785954
-11.279262811239533,-0.0001734687427363957
-38.486391075890566,-0.0009550241720597113
-30.413416712704606,-0.0007719132574178801
43.82221156597261,0.0008446692306653475
96.88860343081251,0.0023013374055810424
45.22569612958114,0.0011507003981562035
-35.735686108159726,-0.0007777015521745884
22.92124439476791,0.0005027898641119077
10.610121496680854,6.45809072716105e-05
83.00760383687097,0.0017093198861051905
-14.539950630636795,-0.00043219042770759243
-3.5584535774396286,-9.08564947217873e-05
40.649381163886034,0.0010553422081262067
59.738615718139954,0.0013798644986164586
-9.45874174648386,-0.0003536290133401173
-29.945780728864268,-0.0006366825171619767
-4.791325090665225,4.3938723722641466e-05
45.91020263102418,0.0010371709986081203
0.7903083708594849,-0.0001564139205655904
13.951435586249708,0.0003719292498130408
86.52439864560418,0.0020599239766390877
37.8310612791264,0.0009185547143314428
58.53406956644652,0.0013949659133382047
99.97005517748005,0.002428627830695283
71.23053203715376,0.001677469587344876
30.988445529827686,0.0008096206517107464
27.54103388578318,0.0004604298114477864
8.111408446649236,0.0002113025329256449
83.48128739868022,0.002074554511061238
59.890931779643154,0.001367249976076402
37.338399629889125,0.0008921679687323404
7.8873380952134085,0.00022133061506413116
-33.97623137519318,-0.000800403275605819
-33.06365624028025,-0.0008094639742403256
5.955738281831486,0.00024398694472094274
20.62748223057372,0.00046246605096212143
52.22557062701293,0.0012454928492727749
20.449280393889296,0.00048531699246016105
90.35555437919942,0.0023127516562123705
-31.953769043826664,-0.0008017813844206748
-27.291291895962612,-0.0007288461423961123
-33.768460509779004,-0.0005966844146362283
59.43154962069586,0.0013440670570405411
20.550214631519395,0.00047012538108953894
-16.434604570331175,-0.0002970297246730532
83.45060206330314,0.0018765854431876251
-40.98247877446718,-0.001271530254055721
11.308959078176322,6.44184379041466e-05
59.569812799455406,0.0014507653096451423
-15.869445230629736,-0.00041061575885487637
11.441349289081955,0.00021596116843888277
-6.289914340196049,-0.00015829146462175556
21.73884981968908,0.0004654114525579315
72.30883125187032,0.0016320886622700724
0.41631409828436716,7.607701183549864e-05
65.81064121680193,0.0014488184082485668
16.16014633214722,0.00045565492329271995
-35.594444290509415,-0.0008152188754034275
69.99737812120537,0.0015992082635935044
60.25186490627419,0.0015431858009595414
73.56631937174049,0.0016122913699631414
73.87870142602542,0.0016383012435396331
91.38253775235333,0.0020609230268157502
9.09033358322047,0.00015552343487659903
-43.048489936776136,-0.0010528881626590493
43.54088652106367,0.0011339477383169583
-1.5767511425438556,-0.00015932384857210866
